product_key,product_id,product_name,category,sub_category
946,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances
947,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper
948,OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders
949,OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art
950,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances
951,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage
952,FUR-FU-10004018,Tensor Computer Mounted Lamp,Furniture,Furnishings
953,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones
954,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper
955,TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,Technology,Machines
956,OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art
957,OFF-LA-10000262,Avery 494,Office Supplies,Labels
958,OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Office Supplies,Paper
959,OFF-AR-10003829,Newell 35,Office Supplies,Art
960,OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders
961,OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders
962,OFF-ST-10000649,Hanging Personal Folder File,Office Supplies,Storage
963,OFF-PA-10003641,Xerox 1909,Office Supplies,Paper
964,FUR-CH-10002961,"Leather Task Chair, Black",Furniture,Chairs
965,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper
966,TEC-PH-10001336,Digium D40 VoIP phone,Technology,Phones
967,TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,Technology,Machines
968,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories
969,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories
970,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders
971,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables
972,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances
973,OFF-PA-10000806,Xerox 1934,Office Supplies,Paper
974,OFF-AR-10000896,Newell 329,Office Supplies,Art
975,TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology,Phones
976,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage
977,OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper
978,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners
979,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings
980,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes
981,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables
982,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,Tables
983,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies,Binders
984,OFF-PA-10004888,Xerox 217,Office Supplies,Paper
985,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables
986,OFF-PA-10000418,Xerox 189,Office Supplies,Paper
987,FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables
988,OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art
989,OFF-BI-10002867,GBC Recycled Regency Composition Covers,Office Supplies,Binders
990,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings
991,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones
992,OFF-PA-10000501,Petty Cash Envelope,Office Supplies,Paper
993,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances
994,TEC-PH-10001750,Samsung Rugby III,Technology,Phones
995,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders
996,OFF-BI-10001191,Canvas Sectional Post Binders,Office Supplies,Binders
997,OFF-PA-10003673,Strathmore Photo Mount Cards,Office Supplies,Paper
998,OFF-PA-10001639,Xerox 203,Office Supplies,Paper
999,TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories
1000,OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders
1001,OFF-PA-10001712,Xerox 1948,Office Supplies,Paper
1002,FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs
1003,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones
1004,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,Binders
1005,TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Technology,Phones
1006,OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,Office Supplies,Binders
1007,OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders
1008,TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Technology,Machines
1009,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders
1010,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables
1011,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings
1012,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders
1013,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs
1014,OFF-PA-10001293,Xerox 1946,Office Supplies,Paper
1015,OFF-AR-10000634,Newell 320,Office Supplies,Art
1016,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings
1017,OFF-AR-10003770,Newell 340,Office Supplies,Art
1018,OFF-LA-10003121,Avery 506,Office Supplies,Labels
1019,OFF-PA-10002262,Xerox 192,Office Supplies,Paper
1020,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper
1021,OFF-ST-10002214,X-Rack File for Hanging Folders,Office Supplies,Storage
1022,OFF-PA-10000130,Xerox 199,Office Supplies,Paper
1023,TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories
1024,OFF-FA-10003021,Staples,Office Supplies,Fasteners
1025,TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones
1026,TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories
1027,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper
1028,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage
1029,OFF-PA-10003823,Xerox 197,Office Supplies,Paper
1030,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones
1031,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables
1032,TEC-MA-10004458,Lexmark X 9575 Professional All-in-One Color Printer,Technology,Machines
1033,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders
1034,OFF-AR-10001419,Newell 325,Office Supplies,Art
1035,OFF-PA-10002586,Xerox 1970,Office Supplies,Paper
1036,OFF-AR-10002221,12 Colored Short Pencils,Office Supplies,Art
1037,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings
1038,OFF-FA-10004968,Rubber Band Ball,Office Supplies,Fasteners
1039,OFF-PA-10001274,Loose Memo Sheets,Office Supplies,Paper
1040,OFF-PA-10001125,Xerox 1988,Office Supplies,Paper
1041,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage
1042,OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage
1043,OFF-ST-10000419,"Rogers Jumbo File, Granite",Office Supplies,Storage
1044,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances
1045,FUR-FU-10003981,Eldon Wave Desk Accessories,Furniture,Furnishings
1046,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage
1047,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances
1048,OFF-LA-10002195,Avery 481,Office Supplies,Labels
1049,OFF-AR-10001315,Newell 310,Office Supplies,Art
1050,OFF-EN-10003134,Staple envelope,Office Supplies,Envelopes
1051,OFF-AR-10001955,Newell 319,Office Supplies,Art
1052,OFF-LA-10001641,Avery 518,Office Supplies,Labels
1053,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Office Supplies,Storage
1054,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories
1055,OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,Binders
1056,OFF-AR-10003504,Newell 347,Office Supplies,Art
1057,OFF-EN-10003160,Pastel Pink Envelopes,Office Supplies,Envelopes
1058,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories
1059,TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones
1060,OFF-PA-10001526,Xerox 1949,Office Supplies,Paper
1061,OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances
1062,OFF-PA-10001357,Xerox 1886,Office Supplies,Paper
1063,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners
1064,OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art
1065,TEC-PH-10004830,Pyle PRT45 Retro Home Telephone,Technology,Phones
1066,OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,Office Supplies,Paper
1067,FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture,Bookcases
1068,OFF-PA-10000308,Xerox 1901,Office Supplies,Paper
1069,OFF-SU-10001165,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies
1070,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings
1071,OFF-AR-10003251,Prang Drawing Pencil Set,Office Supplies,Art
1072,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art
1073,OFF-AR-10000823,Newell 307,Office Supplies,Art
1074,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art
1075,OFF-BI-10000591,Avery Binder Labels,Office Supplies,Binders
1076,TEC-PH-10000441,VTech DS6151,Technology,Phones
1077,TEC-AC-10004855,V7 USB Numeric Keypad,Technology,Accessories
1078,OFF-AR-10001915,Peel-Off China Markers,Office Supplies,Art
1079,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage
1080,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper
1081,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings
1082,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories
1083,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories
1084,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings
1085,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage
1086,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones
1087,OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper
1088,TEC-CO-10001766,Canon PC940 Copier,Technology,Copiers
1089,OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies,Paper
1090,OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners
1091,OFF-BI-10004224,Catalog Binders with Expanding Posts,Office Supplies,Binders
1092,TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,Technology,Phones
1093,OFF-PA-10004475,Xerox 1940,Office Supplies,Paper
1094,OFF-PA-10003001,Xerox 1986,Office Supplies,Paper
1095,OFF-FA-10000611,Binder Clips by OIC,Office Supplies,Fasteners
1096,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders
1097,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones
1098,OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,Binders
1099,OFF-FA-10002676,Colored Push Pins,Office Supplies,Fasteners
1100,TEC-AC-10003023,Logitech G105 Gaming Keyboard,Technology,Accessories
1101,OFF-PA-10000167,Xerox 1925,Office Supplies,Paper
1102,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones
1103,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings
1104,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines
1105,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances
1106,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders
1107,TEC-AC-10003133,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Technology,Accessories
1108,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Technology,Accessories
1109,OFF-LA-10002381,Avery 497,Office Supplies,Labels
1110,OFF-FA-10001843,Staples,Office Supplies,Fasteners
1111,OFF-LA-10003077,Avery 500,Office Supplies,Labels
1112,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",Office Supplies,Paper
1113,OFF-PA-10004405,Rediform Voice Mail Log Books,Office Supplies,Paper
1114,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases
1115,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings
1116,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,Technology,Accessories
1117,FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases
1118,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances
1119,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances
1120,OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances
1121,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables
1122,OFF-PA-10001457,White GlueTop Scratch Pads,Office Supplies,Paper
1123,OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,Appliances
1124,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories
1125,OFF-PA-10004355,Xerox 231,Office Supplies,Paper
1126,OFF-PA-10004947,Easy-staple paper,Office Supplies,Paper
1127,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,Tables
1128,OFF-PA-10003893,Xerox 1962,Office Supplies,Paper
1129,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones
1130,FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases
1131,OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders
1132,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases
1133,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings
1134,OFF-LA-10002034,Avery 478,Office Supplies,Labels
1135,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders
1136,OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Office Supplies,Storage
1137,OFF-AR-10004752,Blackstonian Pencils,Office Supplies,Art
1138,OFF-PA-10000675,Xerox 1919,Office Supplies,Paper
1139,OFF-PA-10001609,Tops Wirebound Message Log Books,Office Supplies,Paper
1140,TEC-PH-10001615,AT&T CL82213,Technology,Phones
1141,TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,Technology,Accessories
1142,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs
1143,OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art
1144,TEC-PH-10000455,GE 30522EE2,Technology,Phones
1145,OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper
1146,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Technology,Accessories
1147,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Technology,Phones
1148,FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,Furnishings
1149,OFF-PA-10000595,Xerox 1929,Office Supplies,Paper
1150,OFF-LA-10000443,Avery 501,Office Supplies,Labels
1151,OFF-LA-10001771,Avery 513,Office Supplies,Labels
1152,OFF-AP-10001394,Harmony Air Purifier,Office Supplies,Appliances
1153,FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",Furniture,Furnishings
1154,OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances
1155,FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs
1156,OFF-PA-10000809,Xerox 206,Office Supplies,Paper
1157,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings
1158,TEC-PH-10002624,Samsung Galaxy S4 Mini,Technology,Phones
1159,TEC-PH-10002885,Apple iPhone 5,Technology,Phones
1160,TEC-PH-10000895,Polycom VVX 310 VoIP phone,Technology,Phones
1161,TEC-MA-10000488,Bady BDG101FRU Card Printer,Technology,Machines
1162,OFF-PA-10003729,Xerox 1998,Office Supplies,Paper
1163,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances
1164,FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs
1165,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings
1166,FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings
1167,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage
1168,OFF-PA-10000528,Xerox 1981,Office Supplies,Paper
1169,OFF-PA-10003129,Tops White Computer Printout Paper,Office Supplies,Paper
1170,OFF-AR-10003631,Staples in misc. colors,Office Supplies,Art
1171,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders
1172,TEC-PH-10004959,Classic Ivory Antique Telephone ZL1810,Technology,Phones
1173,FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases
1174,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings
1175,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,Technology,Phones
1176,OFF-PA-10003309,Xerox 211,Office Supplies,Paper
1177,OFF-ST-10002554,Tennsco Industrial Shelving,Office Supplies,Storage
1178,OFF-AR-10002067,Newell 334,Office Supplies,Art
1179,FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables
1180,FUR-TA-10004767,Safco Drafting Table,Furniture,Tables
1181,OFF-EN-10002621,Staple envelope,Office Supplies,Envelopes
1182,OFF-LA-10003714,Avery 510,Office Supplies,Labels
1183,FUR-FU-10001889,Ultra Door Pull Handle,Furniture,Furnishings
1184,OFF-AR-10003723,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art
1185,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper
1186,OFF-AR-10001446,Newell 309,Office Supplies,Art
1187,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders
1188,OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,Office Supplies,Envelopes
1189,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders
1190,TEC-PH-10004924,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Phones
1191,FUR-CH-10000155,Global Comet Stacking Armless Chair,Furniture,Chairs
1192,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders
1193,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings
1194,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings
1195,OFF-PA-10001878,Xerox 1891,Office Supplies,Paper
1196,TEC-MA-10003674,Hewlett-Packard Deskjet 5550 Printer,Technology,Machines
1197,OFF-LA-10003190,Avery 474,Office Supplies,Labels
1198,TEC-PH-10001809,Panasonic KX T7736-B Digital phone,Technology,Phones
1199,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders
1200,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs
1201,OFF-ST-10002562,Staple magnet,Office Supplies,Storage
1202,TEC-PH-10004345,Cisco SPA 502G IP Phone,Technology,Phones
1203,TEC-PH-10001198,Avaya 4621SW VoIP phone,Technology,Phones
1204,OFF-PA-10001972,Xerox 214,Office Supplies,Paper
1205,TEC-PH-10002483,Motorola Moto X,Technology,Phones
1206,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases
1207,TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Technology,Accessories
1208,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders
1209,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage
1210,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Office Supplies,Art
1211,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories
1212,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,Appliances
1213,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,Technology,Accessories
1214,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders
1215,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances
1216,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies,Supplies
1217,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders
1218,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,Technology,Accessories
1219,TEC-PH-10002352,Avaya IP Phone 1140E VoIP phone,Technology,Phones
1220,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs
1221,OFF-AR-10000127,Newell 321,Office Supplies,Art
1222,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,Technology,Phones
1223,OFF-BI-10002393,Binder Posts,Office Supplies,Binders
1224,FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables
1225,OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes
1226,OFF-PA-10002160,Xerox 1978,Office Supplies,Paper
1227,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art
1228,OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners
1229,OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,Appliances
1230,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases
1231,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage
1232,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Office Supplies,Paper
1233,OFF-ST-10001172,"Tennsco Lockers, Sand",Office Supplies,Storage
1234,OFF-PA-10001661,Xerox 1922,Office Supplies,Paper
1235,OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,Binders
1236,FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs
1237,FUR-FU-10003142,"Master Big Foot Doorstop, Beige",Furniture,Furnishings
1238,TEC-AC-10001114,Microsoft Wireless Mobile Mouse 4000,Technology,Accessories
1239,OFF-FA-10002975,Staples,Office Supplies,Fasteners
1240,OFF-ST-10003996,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,Storage
1241,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders
1242,OFF-PA-10000477,Xerox 1952,Office Supplies,Paper
1243,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders
1244,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories
1245,FUR-TA-10003954,Hon 94000 Series Round Tables,Furniture,Tables
1246,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Accessories
1247,TEC-PH-10002468,"Plantronics CS 50-USB - headset - Convertible, Monaural",Technology,Phones
1248,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper
1249,OFF-LA-10000248,Avery 52,Office Supplies,Labels
1250,OFF-FA-10004076,Translucent Push Pins by OIC,Office Supplies,Fasteners
1251,OFF-LA-10004008,Avery 507,Office Supplies,Labels
1252,OFF-AR-10001177,Newell 349,Office Supplies,Art
1253,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders
1254,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art
1255,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage
1256,OFF-PA-10000357,Xerox 1888,Office Supplies,Paper
1257,OFF-AR-10004272,Newell 308,Office Supplies,Art
1258,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,Technology,Phones
1259,OFF-ST-10003638,Mobile Personal File Cube,Office Supplies,Storage
1260,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases
1261,OFF-EN-10003040,Quality Park Security Envelopes,Office Supplies,Envelopes
1262,TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones
